881	3410	20.597	4	14	26	34	42	55	63	75	80
2323	3410	20.583	5	15	24	32	42	53	60	74	80
2023	3410	20.562	7	17	24	34	42	51	60	73	82
3277	3410	20.562	7	17	20	34	42	51	60	71	82
3168	3410	20.558	3	15	19	30	40	53	60	72	82
179	3410	20.545	2	11	28	34	39	53	68	77	80
2678	3410	20.543	3	14	24	37	40	53	63	76	80
3113	3410	20.543	3	14	24	37	40	53	63	76	80
2959	3410	20.542	2	14	22	30	39	51	63	76	80
1010	3410	20.535	9	14	28	30	47	52	60	74	80
58	3410	20.534	4	15	24	32	40	53	61	76	82
2189	3410	20.533	2	15	23	34	39	56	65	76	84
3067	3410	20.519	2	17	26	34	39	53	68	76	80
2499	3410	20.517	7	14	25	37	44	54	60	72	80
1606	3410	20.512	6	15	27	32	44	56	68	76	80
1851	3410	20.506	4	17	20	34	42	56	60	71	80
150	3410	20.502	2	15	22	30	39	54	63	78	88
1464	3410	20.498	8	15	25	30	46	56	60	70	80
1176	3410	20.473	2	14	25	30	39	52	67	76	82
1787	3410	20.469	4	14	26	34	42	54	63	75	80
173	3410	20.461	10	15	28	37	47	53	60	70	82
1269	3410	20.461	10	15	28	37	47	53	60	70	82
748	3410	20.46	5	14	23	37	42	53	60	73	82
211	3410	20.454	4	15	25	30	42	54	61	75	80
325	3410	20.45	3	14	24	30	40	53	63	76	80
956	3410	20.441	9	17	24	34	44	51	60	71	82
2546	3410	20.441	9	17	24	34	44	51	60	71	82
2064	3410	20.416	3	17	23	34	40	53	61	75	80
3336	3410	20.414	5	17	25	34	42	53	60	75	82
1391	3410	20.388	3	15	22	37	40	53	60	75	82
2991	3410	20.375	8	16	27	37	44	53	66	76	80
3282	3410	20.371	8	17	27	30	44	53	60	75	82
2181	3410	20.368	10	15	28	30	47	53	60	70	82
2934	3410	20.348	5	16	27	37	42	53	67	76	82
411	3410	20.343	6	14	27	34	44	56	61	75	80
3146	3410	20.343	6	14	27	34	44	56	61	75	80
2823	3410	20.329	2	17	22	34	39	53	63	78	88
3091	3410	20.321	4	16	19	34	40	53	60	72	82
221	3410	20.32	9	14	28	34	47	55	61	74	80
3205	3410	20.309	2	16	19	34	39	54	60	76	84
2558	3410	20.309	3	15	26	32	40	53	65	76	82
338	3410	20.299	3	17	20	37	40	53	60	73	80
425	3410	20.297	4	15	24	37	40	51	60	76	82
3248	3410	20.297	4	15	24	37	40	51	60	76	82
242	3410	20.287	8	16	24	34	46	56	60	70	80
3217	3410	20.287	8	16	24	34	46	56	60	70	80
3180	3410	20.279	3	15	22	34	39	50	63	76	82
321	3410	20.275	9	16	23	36	46	53	60	70	80
663	3410	20.273	2	15	26	36	39	54	68	77	88
2026	3410	20.256	4	16	22	34	40	51	60	74	82
892	3410	20.25	8	14	26	32	46	55	60	70	80
2235	3410	20.246	3	14	27	34	39	50	68	77	82
2034	3410	20.234	8	15	26	36	46	56	60	70	80
990	3410	20.233	3	15	24	32	40	53	61	76	80
427	3410	20.227	9	15	28	37	46	52	66	76	82
1057	3410	20.225	2	14	24	36	39	56	66	77	87
2788	3410	20.225	6	14	26	32	42	53	60	75	82
382	3410	20.219	4	14	22	34	40	51	60	75	82
1250	3410	20.219	4	14	25	34	40	51	61	76	82
1913	3410	20.219	4	14	25	34	40	51	61	76	82
3305	3410	20.204	4	15	24	30	40	51	60	76	82
1813	3410	20.192	2	14	20	34	39	51	60	75	82
2086	3410	20.177	9	16	27	32	46	53	60	74	80
3354	3410	20.167	2	14	26	34	39	52	68	76	80
403	3410	20.158	4	14	22	34	40	50	60	74	82
858	3410	20.158	4	14	26	34	40	50	65	76	82
1328	3410	20.154	2	15	22	36	39	55	63	76	80
523	3410	20.142	7	15	19	32	44	55	60	70	80
2728	3410	20.14	8	15	28	36	44	51	68	76	82
1440	3410	20.14	2	16	20	37	39	53	61	76	84
2834	3410	20.139	9	17	28	34	47	56	60	70	80
3321	3410	20.128	7	17	24	34	44	56	60	71	80
2385	3410	20.119	2	15	20	38	39	53	61	77	87
2071	3410	20.118	9	16	27	34	44	51	60	74	82
812	3410	20.108	3	15	24	30	40	52	63	76	80
1887	3410	20.084	3	14	22	37	40	53	61	74	80
1766	3410	20.082	9	15	27	36	44	51	65	76	82
1240	3410	20.076	2	14	28	34	39	49	68	77	85
607	3410	20.075	2	14	22	34	39	50	61	76	82
2719	3410	20.075	2	14	22	34	39	50	61	76	82
3161	3410	20.067	7	14	24	34	42	50	60	73	82
486	3410	20.065	4	14	26	34	40	50	63	76	82
133	3410	20.059	7	16	20	34	42	50	60	70	82
2367	3410	20.055	2	17	28	38	39	53	68	77	87
1618	3410	20.046	2	15	24	30	39	50	66	77	88
247	3410	20.046	6	14	27	30	44	52	66	76	80
1654	3410	20.044	9	16	24	34	44	51	60	71	82
2585	3410	20.034	3	15	25	34	40	54	63	76	82
1831	3410	20.033	7	16	27	37	44	54	67	76	80
1823	3410	20.031	5	17	27	37	42	53	68	76	82
1343	3410	20.026	2	15	22	36	39	54	63	76	80
2264	3410	20.02	8	14	27	30	44	52	60	75	82
2320	3410	20.017	9	15	27	37	44	50	66	76	82
2827	3410	20.017	9	15	27	37	44	50	66	76	82
2062	3410	19.963	9	17	27	36	46	53	66	76	80
1152	3410	19.96	2	14	28	29	39	53	68	77	86
1203	3410	19.96	2	14	28	29	39	53	68	77	86
1247	3410	19.958	6	16	23	30	42	53	60	73	82
850	3410	19.954	5	16	23	34	42	54	60	73	80
1959	3410	19.948	9	17	28	34	47	54	60	73	80
1901	3410	19.938	5	17	27	30	42	53	68	76	82
809	3410	19.932	9	14	27	30	46	52	61	76	82
1071	3410	19.928	5	14	27	36	42	53	67	76	80
1853	3410	19.92	9	17	28	34	47	52	60	75	82
2384	3410	19.917	2	16	25	34	39	54	67	76	84
1524	3410	19.914	3	17	26	34	40	53	63	76	82
3224	3410	19.908	2	14	22	34	39	55	65	78	88
3084	3410	19.883	6	15	26	32	42	52	60	75	82
1724	3410	19.88	3	15	23	30	40	53	60	75	82
2456	3410	19.868	9	14	25	30	47	53	59	69	80
1373	3410	19.868	9	17	26	36	46	53	60	70	82
521	3410	19.865	9	14	28	34	47	51	61	76	82
3175	3410	19.865	9	14	28	34	47	51	61	76	82
1847	3410	19.86	6	17	24	30	42	53	60	73	82
203	3410	19.86	4	15	23	36	42	54	60	73	80
1363	3410	19.852	8	16	27	34	46	56	65	76	80
2212	3410	19.849	4	15	23	32	42	52	60	73	80
2445	3410	19.849	6	14	27	32	42	51	66	76	82
623	3410	19.843	9	17	24	37	47	53	59	69	80
2248	3410	19.84	7	17	19	34	44	55	60	70	80
943	3410	19.82	2	15	20	36	39	55	61	76	84
532	3410	19.817	5	15	19	32	42	53	60	70	80
3366	3410	19.816	7	15	26	34	42	50	60	76	82
3097	3410	19.812	10	15	27	34	48	54	60	69	80
880	3410	19.81	4	17	26	34	42	54	63	76	80
1147	3410	19.809	3	16	20	30	40	53	60	73	80
2977	3410	19.804	4	14	23	34	40	51	60	75	82
282	3410	19.801	2	15	24	30	39	52	66	76	80
1376	3410	19.798	2	14	26	30	39	52	68	77	86
2513	3410	19.798	2	14	26	30	39	52	68	77	86
1555	3410	19.798	3	15	26	37	40	53	66	76	80
2414	3410	19.798	3	15	26	37	40	53	66	76	80
2842	3410	19.789	9	14	27	34	46	50	60	76	82
3347	3410	19.789	9	14	27	34	46	50	60	76	82
1200	3410	19.786	3	14	20	32	40	53	60	73	80
339	3410	19.781	2	15	24	30	39	52	66	76	84
3104	3410	19.779	9	15	28	36	47	55	66	76	80
2625	3410	19.773	5	14	26	34	42	53	61	76	82
700	3410	19.769	7	15	22	37	42	51	60	72	82
1080	3410	19.769	7	15	22	37	42	51	60	72	82
1215	3410	19.764	8	14	22	36	44	53	60	70	80
2650	3410	19.763	2	14	24	34	39	53	67	76	80
1867	3410	19.754	5	15	27	32	42	52	66	76	82
28	3410	19.753	10	14	28	34	47	53	60	70	80
1558	3410	19.753	10	14	24	34	47	53	59	69	80
2751	3410	19.753	10	14	24	34	47	53	59	69	80
2128	3410	19.744	9	17	27	36	46	53	60	73	80
998	3410	19.738	3	17	24	34	40	53	63	76	80
2374	3410	19.735	9	16	25	30	46	53	60	70	82
453	3410	19.734	4	15	26	34	40	50	61	76	82
3406	3410	19.73	9	17	27	30	46	53	61	75	80
353	3410	19.72	9	15	28	36	46	53	66	76	80
1593	3410	19.718	6	14	20	37	42	51	60	71	82
1694	3410	19.717	4	17	24	34	40	53	60	76	82
1098	3410	19.712	4	15	22	37	40	51	60	74	82
1458	3410	19.709	7	17	27	34	42	51	63	76	82
155	3410	19.704	3	15	26	30	40	53	66	76	80
2296	3410	19.697	3	17	26	34	40	54	67	76	80
304	3410	19.696	4	14	20	32	42	53	60	71	80
3131	3410	19.685	2	15	22	34	39	56	65	78	88
1321	3410	19.678	2	15	25	34	40	56	67	76	80
410	3410	19.672	9	17	27	37	46	53	60	75	80
168	3410	19.668	9	15	20	30	44	50	60	70	82
2547	3410	19.651	9	15	28	36	47	54	63	75	80
951	3410	19.65	8	15	24	30	46	56	60	70	80
1752	3410	19.647	6	15	27	36	44	54	66	76	80
2718	3410	19.642	2	14	24	34	40	54	65	76	80
3179	3410	19.637	4	15	25	34	42	56	61	75	80
3319	3410	19.637	3	14	22	37	40	53	60	74	80
1611	3410	19.63	5	16	19	34	42	53	60	70	82
1059	3410	19.629	2	15	22	37	39	51	65	76	82
2145	3410	19.629	2	15	22	37	39	51	61	76	82
3401	3410	19.61	3	16	22	34	40	53	60	74	82
3011	3410	19.608	2	15	22	34	39	50	63	78	88
721	3410	19.593	6	14	20	32	42	51	60	70	82
2611	3410	19.592	9	17	20	37	46	55	60	70	80
1908	3410	19.591	7	14	22	34	42	51	60	71	82
921	3410	19.582	9	16	27	36	47	55	60	71	80
2055	3410	19.579	2	15	26	37	39	53	68	76	80
1402	3410	19.575	7	15	25	34	42	50	60	75	82
1076	3410	19.573	3	14	22	34	40	53	60	75	82
18	3410	19.569	8	14	23	30	44	52	60	70	82
2888	3410	19.555	9	14	27	30	46	51	60	74	82
2365	3410	19.554	2	15	20	32	39	55	61	76	85
1647	3410	19.551	9	16	23	34	47	54	60	69	80
3193	3410	19.548	2	15	26	34	40	55	68	76	80
1892	3410	19.547	4	15	24	37	42	54	60	74	80
1972	3410	19.542	10	15	28	30	48	53	68	76	80
1984	3410	19.537	9	14	28	36	47	53	60	70	80
3207	3410	19.537	9	14	28	36	47	53	60	70	80
640	3410	19.534	3	16	24	34	40	53	61	76	80
3243	3410	19.53	5	15	20	30	42	52	60	71	82
2394	3410	19.521	8	17	27	34	44	53	61	76	80
1855	3410	19.521	9	15	27	32	47	50	60	74	82
3181	3410	19.52	8	14	27	30	46	55	60	71	80
585	3410	19.515	7	15	20	37	42	50	60	70	82
864	3410	19.514	4	15	25	37	40	53	61	76	82
265	3410	19.513	2	15	22	37	39	52	61	76	82
440	3410	19.509	2	16	26	34	39	52	67	76	82
3371	3410	19.505	2	15	26	30	39	56	68	77	86
3185	3410	19.503	4	15	26	37	40	52	63	76	82
2646	3410	19.496	9	15	28	36	47	54	65	76	82
2315	3410	19.493	2	15	20	36	39	52	61	77	86
835	3410	19.478	4	17	23	34	42	55	60	73	80
2480	3410	19.478	4	17	23	34	42	55	60	73	80
3221	3410	19.468	7	15	27	34	42	50	60	76	82
3150	3410	19.459	5	16	24	34	42	54	60	73	80
2161	3410	19.458	9	15	28	32	47	53	60	72	80
1597	3410	19.454	5	14	24	37	42	53	60	73	80
3032	3410	19.448	9	15	27	37	47	57	60	70	82
3278	3410	19.441	2	14	23	34	39	53	65	76	80
1745	3410	19.436	4	15	24	34	42	55	61	74	80
2652	3410	19.433	9	14	27	30	46	52	63	75	80
832	3410	19.432	9	16	27	30	46	53	60	72	82
396	3410	19.42	2	15	26	34	40	54	68	76	80
3397	3410	19.401	2	15	20	34	39	52	60	76	84
2461	3410	19.4	6	14	27	30	44	55	68	76	80
351	3410	19.388	2	15	22	37	39	53	65	78	88
2531	3410	19.388	2	15	22	37	39	53	65	78	88
3403	3410	19.382	3	15	23	30	40	53	61	75	80
2269	3410	19.369	6	14	22	37	44	55	60	70	80
2648	3410	19.36	5	14	20	30	42	53	60	71	80
2819	3410	19.351	3	14	24	34	40	53	61	76	82
1365	3410	19.351	6	15	26	37	42	52	60	76	82
2250	3410	19.34	5	15	24	37	42	53	60	74	80
369	3410	19.334	9	14	23	34	47	52	59	69	82
2877	3410	19.334	9	14	23	34	47	52	59	69	82
1554	3410	19.327	6	15	24	32	42	53	60	74	82
2906	3410	19.326	4	15	27	36	42	56	68	76	80
627	3410	19.326	4	16	19	34	42	54	60	70	80
756	3410	19.319	4	15	23	34	40	50	60	75	82
680	3410	19.311	8	15	24	32	44	51	60	71	82
728	3410	19.308	4	15	24	34	42	54	61	74	80
3213	3410	19.3	3	16	26	34	40	54	67	76	80
3348	3410	19.296	9	14	28	32	47	54	68	76	80
2216	3410	19.295	9	14	22	30	46	50	60	70	82
3141	3410	19.287	10	14	27	36	47	53	60	70	80
2841	3410	19.287	7	14	22	36	44	54	60	70	80
1696	3410	19.281	9	17	27	36	47	51	60	70	82
2663	3410	19.269	1	14	27	34	39	53	68	76	80
3078	3410	19.267	7	15	26	36	44	55	60	73	80
1309	3410	19.265	6	15	25	34	44	56	60	72	80
250	3410	19.262	2	17	19	34	39	56	60	77	87
1783	3410	19.258	5	16	23	34	42	53	60	73	82
2149	3410	19.252	2	14	24	34	39	50	65	76	82
416	3410	19.247	2	15	20	37	39	54	63	76	85
166	3410	19.245	6	15	22	32	42	52	60	72	82
276	3410	19.244	2	12	28	34	39	53	68	77	85
345	3410	19.233	8	15	25	36	44	53	60	72	82
1833	3410	19.233	2	15	20	30	39	54	63	76	80
2878	3410	19.233	2	15	20	30	39	54	63	76	80
942	3410	19.227	2	15	22	36	39	53	65	77	86
1320	3410	19.227	9	14	27	30	46	52	60	75	80
1979	3410	19.225	2	15	24	34	39	54	67	76	80
2280	3410	19.222	2	15	22	32	39	52	63	77	86
2915	3410	19.216	7	14	25	30	44	53	60	72	80
760	3410	19.214	5	14	27	36	42	53	68	76	80
2303	3410	19.214	5	14	27	36	42	53	68	76	80
116	3410	19.201	3	15	22	30	40	52	60	74	80
893	3410	19.2	9	16	24	34	46	50	60	70	82
1316	3410	19.197	6	15	27	36	44	55	68	76	80
2407	3410	19.194	7	17	20	34	42	51	60	70	82
1219	3410	19.166	2	14	20	34	40	54	60	73	80
706	3410	19.163	4	16	20	34	40	51	60	73	82
1191	3410	19.158	5	15	24	36	42	53	60	73	80
1883	3410	19.155	8	15	25	30	44	53	60	72	80
3064	3410	19.153	3	16	24	34	40	55	65	76	80
2743	3410	19.15	4	16	23	34	42	52	60	73	80
2254	3410	19.141	9	14	24	37	46	51	60	70	82
1264	3410	19.136	9	15	28	37	47	55	60	73	80
476	3410	19.132	6	15	25	30	42	51	60	75	82
2821	3410	19.131	4	17	22	34	42	55	60	72	80
2557	3410	19.128	9	17	23	30	46	53	60	70	80
1156	3410	19.126	2	17	24	34	39	54	65	77	87
1956	3410	19.126	2	15	24	37	39	52	66	76	82
2016	3410	19.126	2	15	24	37	39	52	66	76	82
2287	3410	19.12	2	16	22	34	39	54	63	76	80
165	3410	19.112	4	15	26	36	42	53	63	76	80
1950	3410	19.106	7	15	26	34	42	50	60	75	82
2628	3410	19.092	3	14	28	36	39	53	68	77	87
563	3410	19.089	2	15	20	32	39	54	61	77	86
